"Row.names","Condition","Phenotype","migration.perturbed","orientation.perturbed","division.perturbed"
"X3G.Rock.image6_right.2020_07_23","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image6.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image7_right.2020_07_23","X3G","migration/division perturbed",TRUE,FALSE,TRUE
"X3G.Rock.image7.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image8_left.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image8_right.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image9.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image1_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image10.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image11.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image13.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image14_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image14_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image15.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image16_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image17_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image17_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image18_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image18_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image19_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image19_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image2_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image20_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image21.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image23.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image24_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image24_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image25.2019_08_29","X4C","migration/orientation perturbed",TRUE,TRUE,FALSE
"X4C.Daam.slide1_image26_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image26_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image28.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image29_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image29_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image30.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image31_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image32.2019_08_29","X4C","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"X4C.Daam.slide1_image4_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image5_right.2019_08_29","X4C","migration/orientation perturbed",TRUE,TRUE,FALSE
"X4C.Daam.slide1_image7_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image8_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image9.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image10_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide2_image10_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image11.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image12.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide2_image13.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image14_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image14_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image15.2019_08_29","X4C","orientation perturbed",FALSE,TRUE,FALSE
"X4C.Daam.slide2_image16_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image16_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image17_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image17_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image19_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image19_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image2_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image2_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image20_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image21.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image22.2019_08_29","X4C","orientation perturbed",FALSE,TRUE,FALSE
"X4C.Daam.slide2_image23.2019_08_29","X4C","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"X4C.Daam.slide2_image26_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide2_image27_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide2_image27_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image3.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image30.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image31.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image4_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide2_image5.2019_08_29","X4C","orientation perturbed",FALSE,TRUE,FALSE
"X4C.Daam.slide2_image7.2019_08_29","X4C","orientation perturbed",FALSE,TRUE,FALSE
"X6G.Farp.image1_left.2020_01_10","X6G","migration/orientation perturbed",TRUE,TRUE,FALSE
"X6G.Farp.image1_right.2020_01_10","X6G","orientation perturbed",FALSE,TRUE,FALSE
"X6G.Farp.image1.2020_06_17","X6G","migration/orientation perturbed",TRUE,TRUE,FALSE
"X6G.Farp.image10_right.2020_06_17","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image10.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image11.2020_01_10","X6G","migration perturbed",TRUE,FALSE,FALSE
"X6G.Farp.image12.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image12.2020_06_17","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image13_left.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image13_right.2020_01_10","X6G","migration perturbed",TRUE,FALSE,FALSE
"X6G.Farp.image14_left.2020_01_10","X6G","division/orientation perturbed",FALSE,TRUE,TRUE
"X6G.Farp.image14_right.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image14.2020_06_17","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image15.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image16_left.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image16_right.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image17.2020_01_10","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image18.2020_01_10","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image19_left.2020_01_10","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image19_right.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image2_left.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image2_right.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image20.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image21.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image22_left.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image23.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image24_left.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image24_right.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image25_left.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image25_right.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image26.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image27.2020_01_10","X6G","orientation perturbed",FALSE,TRUE,FALSE
"X6G.Farp.image28.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image29.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image3.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image3.2020_06_17","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image4_left.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image4_left.2020_06_17","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image4_right.2020_01_10","X6G","migration perturbed",TRUE,FALSE,FALSE
"X6G.Farp.image4_right.2020_06_17","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image5_left.2020_01_10","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image5_right.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image5.2020_06_17","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image6.2020_01_10","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image6.2020_06_17","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image7_left.2020_06_17","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image7_right.2020_06_17","X6G","WT",FALSE,FALSE,FALSE
"X6G.Farp.image7.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image8.2020_01_10","X6G","division perturbed",FALSE,FALSE,TRUE
"X6G.Farp.image8.2020_06_17","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image9.2020_01_10","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X6G.Farp.image9.2020_06_17","X6G","migration/division perturbed",TRUE,FALSE,TRUE
"X7D.EPB4.1.image1.2020_06_17","X7D","migration/division perturbed",TRUE,FALSE,TRUE
"X7D.EPB4.1.image10_right.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image11.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image12.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image2.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image3.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image4.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image5.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image6.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image7.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image8.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image9_left.2020_06_17","X7D",NA,NA,NA,NA
"X7D.EPB4.1.image9_right.2020_06_17","X7D",NA,NA,NA,NA
"X7H.ADF.Cofilin.slide1_image1_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image1_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image10.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image11.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image12_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image13.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image14_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image14_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image15.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image16.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image17_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image17_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image18_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image18_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image19_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image19_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image2_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image2_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image20_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image20_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image21.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image23_left.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image24.2019_08_29","X7H","migration perturbed",TRUE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image25_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image25_right.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image26_left.2019_08_29","X7H","migration perturbed",TRUE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image27.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image28_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image28_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image29.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image3.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image30.2019_08_29","X7H","migration perturbed",TRUE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image31.2019_08_29","X7H","migration perturbed",TRUE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image32.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image34.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image35.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image36.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image37.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image38.2019_08_29","X7H","migration/orientation perturbed",TRUE,TRUE,FALSE
"X7H.ADF.Cofilin.slide1_image39_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image39_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image4_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image4_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image40_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image40_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image41.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image43.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image44.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image45_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image45_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image46.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image47.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image48.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image49.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image5_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image50.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image51.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image52_left.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image52_right.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image53_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide1_image6.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image7.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide1_image9.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image1_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image1_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image10.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image11_left.2019_08_29","X7H","orientation perturbed",FALSE,TRUE,FALSE
"X7H.ADF.Cofilin.slide2_image11_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image13_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image13_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image14_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image14_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image15.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image16.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image17_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image17_right.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image18.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image19.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image2_left.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image2_right.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image20.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image21.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image22.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image23_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image23_right.2019_08_29","X7H","division/orientation perturbed",FALSE,TRUE,TRUE
"X7H.ADF.Cofilin.slide2_image25.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image26_left.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image27.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image28.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image29_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image30.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image31_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image32_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image32_right.2019_08_29","X7H","migration perturbed",TRUE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image33_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image4_left.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image4_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image5.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image6.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image7.2019_08_29","X7H","division perturbed",FALSE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image8.2019_08_29","X7H","migration/division perturbed",TRUE,FALSE,TRUE
"X7H.ADF.Cofilin.slide2_image9_left.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X7H.ADF.Cofilin.slide2_image9_right.2019_08_29","X7H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image1.2020_06_17","X8H","migration perturbed",TRUE,FALSE,FALSE
"X8H.GNA.L.S.image10.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image11.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image12_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image13.2020_06_17","X8H","migration/division perturbed",TRUE,FALSE,TRUE
"X8H.GNA.L.S.image14_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image14_right.2020_06_17","X8H","division perturbed",FALSE,FALSE,TRUE
"X8H.GNA.L.S.image15_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image16.2020_06_17","X8H","migration/division perturbed",TRUE,FALSE,TRUE
"X8H.GNA.L.S.image17_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image18.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image19_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image19_right.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image2.2020_06_17","X8H","division perturbed",FALSE,FALSE,TRUE
"X8H.GNA.L.S.image20_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image20_right.2020_06_17","X8H","migration/division perturbed",TRUE,FALSE,TRUE
"X8H.GNA.L.S.image3_left.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image3_right.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image4_right.2020_06_17","X8H","migration/division perturbed",TRUE,FALSE,TRUE
"X8H.GNA.L.S.image6_left.2020_06_17","X8H","division perturbed",FALSE,FALSE,TRUE
"X8H.GNA.L.S.image6_right.2020_06_17","X8H","WT",FALSE,FALSE,FALSE
"X8H.GNA.L.S.image7.2020_06_17","X8H","division perturbed",FALSE,FALSE,TRUE
"X8H.GNA.L.S.image8.2020_06_17","X8H","migration/division perturbed",TRUE,FALSE,TRUE
"X8H.GNA.L.S.image9.2020_06_17","X8H","migration/division perturbed",TRUE,FALSE,TRUE
